GROUP,DESCRIPTION,P/N,ALT P/N,S/N,MIN QTY,UNIT,CONDITION,WAREHOUSE,STORES,QTY,EXPIRED DATE,GRN NO,VENDOR,RECEIVED DATE,RECEIVED BY,ORDER NUMBER,REFERENCE NUMBER,AWB NUMBER,REMARK,UNIT VALUE
Consumable Part,VOLTAGE REGULATOR,DGR3,N/A,,,,,,,,,,,,,,,,,
Consumable Part,VOLTAGE REGULATOR,UNREAD,N/A,,,,,,,,,,,,,,,,,
Consumable Part,VOLUME CONTROL,09349P-34,N/A,,,,,,,,,,,,,,,,,
Consumable Part,VOLUME KNOB,15109P01,N/A,,,,,,,,,,,,,,,,,
Consumable Part,VOR ANTENNA DIPLEXER,C1-507,N/A,,,,,,,,,,,,,,,,,
Consumable Part,WASHER,MS35333-40,N/A,,,,,,,,,,,,,,,,,
Consumable Part,WASHER,NAS1149D0332K,N/A,,,,,,,,,,,,,,,,,
Consumable Part,WASHER,NAS1149F0463P,N/A,,,,,,,,,,,,,,,,,
Consumable Part,WASHER,NAS1149F0763P,N/A,,,,,,,,,,,,,,,,,
Consumable Part,WASHER,153-30015,N/A,,,,,,,,,,,,,,,,,
Consumable Part,WASHER,NAS1149F0532P,N/A,,,,,,,,,,,,,,,,,
Consumable Part,WASHER,NAS11499C0463R,AN960C416,,,,,,,,,,,,,,,,,
Consumable Part,WASHER,A-1638-11,N/A,,,,,,,,,,,,,,,,,
Consumable Part,WASHER,NAS1149F0332P,N/A,,,,,,,,,,,,,,,,,
Consumable Part,WASHER,NAS697A4,MS21069L4,,,,,,,,,,,,,,,,,
Consumable Part,WASHER,AN901-5A,N/A,,,,,,,,,,,,,,,,,
Consumable Part,WASHER,NAS1149F0863P,N/A,,,,,,,,,,,,,,,,,
Consumable Part,WASHER,NAS1149F0363P,N/A,,,,,,,,,,,,,,,,,
Consumable Part,WASHER,MS21071L06,N/A,,,,,,,,,,,,,,,,,
Consumable Part,WASHER,MS2171L09,N/A,,,,,,,,,,,,,,,,,
Consumable Part,WASHER,S1450-5-12-035,N/A,,,,,,,,,,,,,,,,,
Consumable Part,WASHER,1795,N/A,,,,,,,,,,,,,,,,,
Consumable Part,WASHER,S1450-7N32-125,N/A,,,,,,,,,,,,,,,,,
Consumable Part,WASHER,S1450-5H12-050,N/A,,,,,,,,,,,,,,,,,
Consumable Part,WASHER,S1450-23H16-095,N/A,,,,,,,,,,,,,,,,,
Consumable Part,WASHER,MS35333-38,N/A,,,,,,,,,,,,,,,,,
Consumable Part,WASHER,S1450-6-14-080,N/A,,,,,,,,,,,,,,,,,
Consumable Part,WASHER,85012-101,N/A,,,,,,,,,,,,,,,,,
Consumable Part,WASHER,S1450-3S10-032,N/A,,,,,,,,,,,,,,,,,
Consumable Part,WASHER,NAS1149F0663P,N/A,,,,,,,,,,,,,,,,,
Consumable Part,WASHER,NAS1149F0732P,N/A,,,,,,,,,,,,,,,,,
Consumable Part,WASHER,STD475,N/A,,,,,,,,,,,,,,,,,
Consumable Part,WASHER,NAS1149F0432P,N/A,,,,,,,,,,,,,,,,,
Consumable Part,WASHER,62833-045,N/A,,,,,,,,,,,,,,,,,
Consumable Part,WASHER FLAT,NAS1149F0563P,N/A,,,,,,,,,,,,,,,,,
Consumable Part,WD 40,WD40,N/A,,,,,,,,,,,,,,,,,
Consumable Part,WELD ASSY SPROCKET,62789-002,N/A,,,,,,,,,,,,,,,,,
Consumable Part,WELD AY,0523552-2,N/A,,,,,,,,,,,,,,,,,
Consumable Part,WHEEL ASSEMBLY,40-77B,N/A,,,,,,,,,,,,,,,,,
Consumable Part,WHEEL ASSY,40-120C,N/A,,,,,,,,,,,,,,,,,
Consumable Part,WHEEL HUB,40-90A,N/A,,,,,,,,,,,,,,,,,
Consumable Part,WHELL ASSY,40-77C,N/A,,,,,,,,,,,,,,,,,
Consumable Part,WHELLEN LED LANDING LIGHT 14V(S/C),01-0771833-10,N/A,,,,,,,,,,,,,,,,,
Consumable Part,WHELLEN LED LANDING LIGHT 28V(S/C),01-0771833-20,N/A,,,,,,,,,,,,,,,,,
Consumable Part,WHELLEN LED TAXI LIGHT 14V(S/C),01-0771833-25,N/A,,,,,,,,,,,,,,,,,
Consumable Part,WHELLEN LED TAXI LIGHT 14V(S/C),01-0771833-15,N/A,,,,,,,,,,,,,,,,,
Consumable Part,WHIP ANTENA ELT,C589511-0109,N/A,,,,,,,,,,,,,,,,,
Consumable Part,WINDOW ASSY GREEN,0512180-7,N/A,,,,,,,,,,,,,,,,,
Consumable Part,WINDOW ASSY GREEN,0512030-203,N/A,,,,,,,,,,,,,,,,,
Consumable Part,WINDSHIELD,LP-337GT,N/A,,,,,,,,,,,,,,,,,
Consumable Part,WIRE,C486554,N/A,,,,,,,,,,,,,,,,,
Consumable Part,WIRE,18TGIT14-100FT,N/A,,,,,,,,,,,,,,,,,
Consumable Part,WIRE,M27500-18MHIT08550,N/A,,,,,,,,,,,,,,,,,
Consumable Part,WIRE,MS22759-44-18-9,MS22759-44-18-9,,,,,,,,,,,,,,,,,
Consumable Part,WIRE,RG400,N/A,,,,,,,,,,,,,,,,,
Consumable Part,WIRE,MS22759-44-14-9,MS22759-44-14-9,,,,,,,,,,,,,,,,,
Repairable Part,A/H,23-501-06-16,N/A,,,,,,,,,,,,,,,,,
Repairable Part,A/H,102-0080-05,N/A,,,,,,,,,,,,,,,,,
Repairable Part,A/H INDICATOR,102-007-03,N/A,,,,,,,,,,,,,,,,,
Repairable Part,ACTUATOR,C301002-6113,N/A,,,,,,,,,,,,,,,,,
Repairable Part,ADF,066-1072-04,N/A,,,,,,,,,,,,,,,,,
Repairable Part,ADF,066-1072-14,N/A,,,,,,,,,,,,,,,,,
Repairable Part,ADF,066-1072-00,N/A,,,,,,,,,,,,,,,,,
Repairable Part,ADF ANTENA KA-44B,071-1234-00,N/A,,,,,,,,,,,,,,,,,
Repairable Part,ADF IND IN-346A,40980-1001,N/A,,,,,,,,,,,,,,,,,
Repairable Part,ADF IND KI-227,066-3063-00,N/A,,,,,,,,,,,,,,,,,
Repairable Part,ADF INDICATOR,066-3017-00,N/A,,,,,,,,,,,,,,,,,
Repairable Part,ADF KR-87,006-1072-14,N/A,,,,,,,,,,,,,,,,,
Repairable Part,ADF300,41240-0001,N/A,,,,,,,,,,,,,,,,,
Repairable Part,AH,102-0041-04,N/A,,,,,,,,,,,,,,,,,
Repairable Part,AIRSPEED IND,S-1470-49,N/A,,,,,,,,,,,,,,,,,
Repairable Part,AIRSPEED IND,C661065-0107RX,N/A,,,,,,,,,,,,,,,,,
Repairable Part,AIRSPEED IND,C661065-0107,N/A,,,,,,,,,,,,,,,,,
Repairable Part,AIRSPEED IND,336-00004,N/A,,,,,,,,,,,,,,,,,
Repairable Part,AIRSPEED INDICATOR,548-498,N/A,,,,,,,,,,,,,,,,,
Repairable Part,ALTERNATOR,9910591-11ACR,N/A,,,,,,,,,,,,,,,,,
Repairable Part,ALTERNATOR,ALX-8521LS,N/A,,,,,,,,,,,,,,,,,
Repairable Part,ALTERNATOR,ALX-8521R,N/A,,,,,,,,,,,,,,,,,
Repairable Part,ALTERNATOR,DOFF10300BR,N/A,,,,,,,,,,,,,,,,,
Repairable Part,ALTERNATOR,9910591-7,N/A,,,,,,,,,,,,,,,,,
Repairable Part,ALTERNATOR,9910591-11RX,N/A,,,,,,,,,,,,,,,,,
Repairable Part,ALTERNATOR,ASG10001-17RX,N/A,,,,,,,,,,,,,,,,,
Repairable Part,ALTIMETER,LA-71-11,N/A,,,,,,,,,,,,,,,,,
Repairable Part,ALTIMETER,C661071-0101,N/A,,,,,,,,,,,,,,,,,
Repairable Part,ALTIMETER,5934PM-3,N/A,,,,,,,,,,,,,,,,,
Repairable Part,ALTIMETER,5934PAM-1,N/A,,,,,,,,,,,,,,,,,
Repairable Part,ANTENA ADF KR86,066-1038-00,N/A,,,,,,,,,,,,,,,,,
Repairable Part,ANTENNA,C157,N/A,,,,,,,,,,,,,,,,,
Repairable Part,ANTENNA COM WHIP,C1-121,N/A,,,,,,,,,,,,,,,,,
Repairable Part,ANTENNA L-BAND,CI 105,N/A,,,,,,,,,,,,,,,,,
Repairable Part,ANTENNA LOOP ADF,41000-1000,N/A,,,,,,,,,,,,,,,,,
Repairable Part,ASI,EA-5174-14-CES,N/A,,,,,,,,,,,,,,,,,
Repairable Part,ATC TRANSPONDER KT73,066-01164-0101,N/A,,,,,,,,,,,,,,,,,
Repairable Part,AUDIO CONROL PANEL,066-1055-03,N/A,,,,,,,,,,,,,,,,,
Repairable Part,AUDIO CONTROL PANEL,2470015-1 REV.A,N/A,,,,,,,,,,,,,,,,,
Repairable Part,AUDIO PANEL,5704341,N/A,,,,,,,,,,,,,,,,,
Repairable Part,AUDIO PANEL,2470015-1 REV1,N/A,,,,,,,,,,,,,,,,,
Repairable Part,AUDIO PANEL KMA-26,066-01155-0201,N/A,,,,,,,,,,,,,,,,,
Repairable Part,BLANK CARD,10024995,N/A,,,,,,,,,,,,,,,,,
Repairable Part,BRAKE MASTER CYLINDER,9882010-7,N/A,,,,,,,,,,,,,,,,,
Repairable Part,CARBURATOR,Oct-17,MA-4SPA,,,,,,,,,,,,,,,,,
Repairable Part,CARBURATOR,AV105256-1,N/A,,,,,,,,,,,,,,,,,
Repairable Part,CARBURATOR,10-5256-1,N/A,,,,,,,,,,,,,,,,,
Repairable Part,CESSNA BAFFLE SET,C172P-BRK 343150,N/A,,,,,,,,,,,,,,,,,
Repairable Part,CESSNA BAFFLE SET,C172P-BRK343150,N/A,,,,,,,,,,,,,,,,,
Repairable Part,CHT INDICATOR,46127,N/A,,,,,,,,,,,,,,,,,
Repairable Part,CLUSTER FUEL,C669537-0101,N/A,,,,,,,,,,,,,,,,,
Repairable Part,COMPASS,2300,N/A,,,,,,,,,,,,,,,,,
Repairable Part,COMPASS,C660501-0102,N/A,,,,,,,,,,,,,,,,,
Repairable Part,CONTROL HF,2102,N/A,,,,,,,,,,,,,,,,,
Repairable Part,CONVERTER,622-2093-001,N/A,,,,,,,,,,,,,,,,,
Repairable Part,CONVERTER IND 385A,46860-100,N/A,,,,,,,,,,,,,,,,,
Repairable Part,CONVERTER KN-72,066-4009-00,N/A,,,,,,,,,,,,,,,,,
Repairable Part,COVER AY,0552233-3,N/A,,,,,,,,,,,,,,,,,
Repairable Part,DAMPENER,SE1051-2,N/A,,,,,,,,,,,,,,,,,
Repairable Part,DGI,RCA11A-15,N/A,,,,,,,,,,,,,,,,,
Repairable Part,DGI,IU262-005-20,N/A,,,,,,,,,,,,,,,,,
Repairable Part,DGI,C661075-0101,N/A,,,,,,,,,,,,,,,,,
Repairable Part,DGI,066-1075-0106,N/A,,,,,,,,,,,,,,,,,
Repairable Part,DGI,31100C,N/A,,,,,,,,,,,,,,,,,
Repairable Part,DGI,RCA11D-7,N/A,,,,,,,,,,,,,,,,,
Repairable Part,DGI,C661075-0106,N/A,,,,,,,,,,,,,,,,,
Repairable Part,DIRECTIONAL GYRO INDICATOR,1U262-001-13,N/A,,,,,,,,,,,,,,,,,
Repairable Part,DME,066-068-04,N/A,,,,,,,,,,,,,,,,,
Repairable Part,DME,066-1064-00,N/A,,,,,,,,,,,,,,,,,
Repairable Part,DME KN-62A,006-1068-01,N/A,,,,,,,,,,,,,,,,,
Repairable Part,DME KN 62 A,066-1068--01,N/A,,,,,,,,,,,,,,,,,
Repairable Part,DME KN62A,066-1088-00,N/A,,,,,,,,,,,,,,,,,
Repairable Part,DME KN62A,066-10888-00,N/A,,,,,,,,,,,,,,,,,
Repairable Part,DME KN62A,066-1068-00,N/A,,,,,,,,,,,,,,,,,
Repairable Part,EGT IND,46188-3,N/A,,,,,,,,,,,,,,,,,
Repairable Part,EGT IND,46150,N/A,,,,,,,,,,,,,,,,,
Repairable Part,EGT IND,C668501-0211,45812,,,,,,,,,,,,,,,,,
Repairable Part,ELT ME 406,453-06669,N/A,,,,,,,,,,,,,,,,,
Repairable Part,ELT ME406,453-6603,N/A,,,,,,,,,,,,,,,,,
Repairable Part,ENGINE MOUNTING,0551023-25,N/A,,,,,,,,,,,,,,,,,
Repairable Part,FIREX,ABC POWDER,N/A,,,,,,,,,,,,,,,,,
Repairable Part,FIREX,FE-10P,N/A,,,,,,,,,,,,,,,,,
Repairable Part,FIREX,FE-10H,N/A,,,,,,,,,,,,,,,,,
Repairable Part,FIREX 6 KG,AF31,N/A,,,,,,,,,,,,,,,,,
Repairable Part,FUEL PRESS,6246-00331,N/A,,,,,,,,,,,,,,,,,
Repairable Part,FUEL PUMP,18000-A,N/A,,,,,,,,,,,,,,,,,
Repairable Part,FUEL PUMP 12V,1800-A,N/A,,,,,,,,,,,,,,,,,
Repairable Part,FUEL TANK,0526007-205,N/A,,,,,,,,,,,,,,,,,
Repairable Part,GLIDE SLOPE KN75,066-1063-00,N/A,,,,,,,,,,,,,,,,,
Repairable Part,GNS430,011-00280-10\,N/A,,,,,,,,,,,,,,,,,
Repairable Part,GNS430,011-00280-10,N/A,,,,,,,,,,,,,,,,,
Repairable Part,GOVERNOOR,E-8-5L,N/A,,,,,,,,,,,,,,,,,
Repairable Part,GPS 12XL,12XL,N/A,,,,,,,,,,,,,,,,,
Repairable Part,GPS AIRMAP2000C,2000C,N/A,,,,,,,,,,,,,,,,,
Repairable Part,GPS196,196,N/A,,,,,,,,,,,,,,,,,
Repairable Part,GPS296,296,N/A,,,,,,,,,,,,,,,,,
Repairable Part,GYRO HORIZON,504-0006-914,N/A,,,,,,,,,,,,,,,,,
Repairable Part,GYRO HORIZON,C661076-0101,N/A,,,,,,,,,,,,,,,,,
Repairable Part,GYRO HORIZON,RCA22-7,N/A,,,,,,,,,,,,,,,,,
Repairable Part,GYRO HORIZON,S3326-1,N/A,,,,,,,,,,,,,,,,,
Repairable Part,GYRO HORIZON,5000B-20,N/A,,,,,,,,,,,,,,,,,
Repairable Part,GYRO HORIZON,23-501-03,N/A,,,,,,,,,,,,,,,,,
Repairable Part,GYRO HORIZON,36100S,N/A,,,,,,,,,,,,,,,,,
Repairable Part,GYRO HORIZON,RCA22-11,N/A,,,,,,,,,,,,,,,,,
Repairable Part,HAWK EYE,HAWK EYE,N/A,,,,,,,,,,,,,,,,,
Repairable Part,HF,99681,N/A,,,,,,,,,,,,,,,,,
Repairable Part,HF,99391,N/A,,,,,,,,,,,,,,,,,
Repairable Part,HF200,2201,N/A,,,,,,,,,,,,,,,,,
Repairable Part,HSIKI-525D,066-3046-07,N/A,,,,,,,,,,,,,,,,,
Repairable Part,HT,IC-A24,N/A,,,,,,,,,,,,,,,,,
Repairable Part,HYDRAULIC PUM,636294,108AMC19SP-AL-1VT,,,,,,,,,,,,,,,,,
Repairable Part,HYDROULIC POWER PACK,HYC5005OVH,N/A,,,,,,,,,,,,,,,,,
Repairable Part,IND PRESS MANIFOLD,548-591,N/A,,,,,,,,,,,,,,,,,
Repairable Part,INTER COM,SPA 400,N/A,,,,,,,,,,,,,,,,,
Repairable Part,INTERCOM,SPA-400,N/A,,,,,,,,,,,,,,,,,
Repairable Part,KN62A DME,066-1068-01,N/A,,,,,,,,,,,,,,,,,
Repairable Part,LOG BOOK PROPELLER,1C160/DTM 7557 M1,N/A,,,,,,,,,,,,,,,,,
Repairable Part,LOOP L-346Q,41000,N/A,,,,,,,,,,,,,,,,,
Repairable Part,MARKER BEACONE RECEIVER,424410-512828,N/A,,,,,,,,,,,,,,,,,
Repairable Part,MASTER CYLINDER,30-Oct,N/A,,,,,,,,,,,,,,,,,
Repairable Part,MASTER CYLINDER,455-985,N/A,,,,,,,,,,,,,,,,,
Repairable Part,MOTOR AUTO PILOT,429649900,N/A,,,,,,,,,,,,,,,,,
Repairable Part,MOTOR FLAP,C301002-0103,N/A,,,,,,,,,,,,,,,,,
Repairable Part,MOTOR FLAP,C301002-0104,N/A,,,,,,,,,,,,,,,,,
Repairable Part,MOUNT,86212-002,N/A,,,,,,,,,,,,,,,,,
Repairable Part,MUFFELER,K1754001-23,N/A,,,,,,,,,,,,,,,,,
Repairable Part,MUFFELER,0554011-1,N/A,,,,,,,,,,,,,,,,,
Repairable Part,MUFFELER,K1754-21,N/A,,,,,,,,,,,,,,,,,
Repairable Part,MUFFLER,9954100-10,N/A,,,,,,,,,,,,,,,,,
Repairable Part,NAV COM KX155A,069-0132-0101,N/A,,,,,,,,,,,,,,,,,
Repairable Part,NAV/COM,MX385,N/A,,,,,,,,,,,,,,,,,
Repairable Part,NAV/COMM KX-155,069-1024-43,N/A,,,,,,,,,,,,,,,,,
Repairable Part,NAV/COMM KX155,069-1024-04,N/A,,,,,,,,,,,,,,,,,
Repairable Part,NAV/COMM KX155A,069-01032-0201,N/A,,,,,,,,,,,,,,,,,
Repairable Part,NAV/COMM KX155A,069-01032-0101,N/A,,,,,,,,,,,,,,,,,
Repairable Part,NAV/COMM KX165A,069-01033-0201,N/A,,,,,,,,,,,,,,,,,
Repairable Part,NAV/COMM RT385A,46660-1000,N/A,,,,,,,,,,,,,,,,,
Repairable Part,NEW TEMPEST TORNADO 3000,10-00609,N/A,,,,,,,,,,,,,,,,,
Repairable Part,OIL COOLER,10641R,N/A,,,,,,,,,,,,,,,,,
Repairable Part,OIL TEMP AND OIL PRESS IND,C669535-0101,N/A,,,,,,,,,,,,,,,,,
Repairable Part,OIL TEMP SENDER,3080-37,N/A,,,,,,,,,,,,,,,,,
Repairable Part,PANEL KMA 24,066-1055-02,N/A,,,,,,,,,,,,,,,,,
Repairable Part,PIPE EXCHAUST,LW16393,N/A,,,,,,,,,,,,,,,,,
Repairable Part,PROPELLER,1C160/DTM7557M1,N/A,,,,,,,,,,,,,,,,,
Repairable Part,PUMP HYDROLIC,38992-807,N/A,,,,,,,,,,,,,,,,,
Repairable Part,RECEIVER R443B,42100-0000,N/A,,,,,,,,,,,,,,,,,
Repairable Part,SAMMY DAMPER,0448572-1,N/A,,,,,,,,,,,,,,,,,
Repairable Part,SLAVING ACCESSORIES KA-51B,071-1242-01,N/A,,,,,,,,,,,,,,,,,
Repairable Part,STARTER,MZ-42222R,N/A,,,,,,,,,,,,,,,,,
Repairable Part,STARTER,PM2401H,N/A,,,,,,,,,,,,,,,,,
Repairable Part,STARTER,PM2401R,N/A,,,,,,,,,,,,,,,,,
Repairable Part,STARTER,149-LN,N/A,,,,,,,,,,,,,,,,,
Repairable Part,STARTER,149-NLR,N/A,,,,,,,,,,,,,,,,,
Repairable Part,STARTER,149-NL,N/A,,,,,,,,,,,,,,,,,
Repairable Part,STARTER,MZ-4222R,N/A,,,,,,,,,,,,,,,,,
Repairable Part,STRUT ASSEMBLY,0543062-206,N/A,,,,,,,,,,,,,,,,,
Repairable Part,TACHOMETER,SL1010-001-1-1,N/A,,,,,,,,,,,,,,,,,
Repairable Part,TACHOMETER IND,D1-112-5025,N/A,,,,,,,,,,,,,,,,,
Repairable Part,TACHOMETTER,78035-0181,N/A,,,,,,,,,,,,,,,,,
Repairable Part,TERRAIN DATA BASE,010-10201-21,N/A,,,,,,,,,,,,,,,,,
Repairable Part,TRANSPONDER,066-01156-0101,N/A,,,,,,,,,,,,,,,,,
Repairable Part,TRANSPONDER AT165,36090309,N/A,,,,,,,,,,,,,,,,,
Repairable Part,TRANSPONDER GTX 320,011-00259-10,N/A,,,,,,,,,,,,,,,,,
Repairable Part,TRANSPONDER KT76A,066-1062-00,N/A,,,,,,,,,,,,,,,,,
Repairable Part,TURBO CHARGER,465398-9002,N/A,,,,,,,,,,,,,,,,,
Repairable Part,TURN AND  BANK,1394T100-73,N/A,,,,,,,,,,,,,,,,,
Repairable Part,TURN AND BANK,1394T100-7Z,N/A,,,,,,,,,,,,,,,,,
Repairable Part,TURN AND BANK,13494T100-7Z,N/A,,,,,,,,,,,,,,,,,
Repairable Part,TURN AND BANK,1394T100-7B,N/A,,,,,,,,,,,,,,,,,
Repairable Part,TURN AND BANK,1394T100-1(7RZ),N/A,,,,,,,,,,,,,,,,,
Repairable Part,TURN COORDINATOR,1394T100-10RZ,N/A,,,,,,,,,,,,,,,,,
Repairable Part,VAC/AMP IND,S3280-1RX,N/A,,,,,,,,,,,,,,,,,
Repairable Part,VAC/AMP IND,S3280-1,N/A,,,,,,,,,,,,,,,,,
Repairable Part,VACUUM PUMP,AAC3215CC,N/A,,,,,,,,,,,,,,,,,
Repairable Part,VACUUMP PUMP,AA3215CC,N/A,,,,,,,,,,,,,,,,,
Repairable Part,VERTICAL SPEED IND,S3327-1RX,N/A,,,,,,,,,,,,,,,,,
Repairable Part,VHF NAV/COM KX155A,069-1032-0101,N/A,,,,,,,,,,,,,,,,,
Repairable Part,VHF NAV/COM RT-385A,46660-1100,N/A,,,,,,,,,,,,,,,,,
Repairable Part,VHR AIR BOND + CHARGER,K-A24,N/A,,,,,,,,,,,,,,,,,
Repairable Part,VOLTAGE REGULATOR,R25-400,N/A,,,,,,,,,,,,,,,,,
Repairable Part,VOR,46860-2200,N/A,,,,,,,,,,,,,,,,,
Repairable Part,VOR,013-00049-01,N/A,,,,,,,,,,,,,,,,,
Repairable Part,VOR,5057-2000,N/A,,,,,,,,,,,,,,,,,
Repairable Part,VOR,066-3056-02,N/A,,,,,,,,,,,,,,,,,
Repairable Part,VOR,066-3034-00,N/A,,,,,,,,,,,,,,,,,
Repairable Part,VOR,066-3056-01,N/A,,,,,,,,,,,,,,,,,
Repairable Part,VOR,46860-2000,N/A,,,,,,,,,,,,,,,,,
Repairable Part,VOR,50570-1000,N/A,,,,,,,,,,,,,,,,,
Repairable Part,VOR KI209A,066-3056-11,N/A,,,,,,,,,,,,,,,,,
Repairable Part,VOR/LOC/GS/GPS IND,0666-3056-11,N/A,,,,,,,,,,,,,,,,,
Repairable Part,VSI,C661080-0101,N/A,,,,,,,,,,,,,,,,,
Repairable Part,VSI,S3327-1,N/A,,,,,,,,,,,,,,,,,
Repairable Part,YAW SENSOR,XW-2006-Y REVA,N/A,,,,,,,,,,,,,,,,,
Rotable Part,A/H,102-0071-03,RCA22-11,,,,,,,,,,,,,,,,,
Rotable Part,AIRCRAFT ENGINE,O-320-D2J,N/A,,,,,,,,,,,,,,,,,
Rotable Part,ASPEN EFD1000 PRO INSTAL KIT,ASP_EFD_PRO_001,N/A,,,,,,,,,,,,,,,,,
Rotable Part,ASPEN EFD1000 VFR INSTALL KITS,ASP_EFD_VFR_001,N/A,,,,,,,,,,,,,,,,,
Rotable Part,CARBURATOR,10-5217-H,N/A,,,,,,,,,,,,,,,,,
Rotable Part,CARBURETOR,10-5217RPD,N/A,,,,,,,,,,,,,,,,,
Rotable Part,DGI,1U262-003-14,4000C,,,,,,,,,,,,,,,,,
Rotable Part,DOWEL,A-2973-6,N/A,,,,,,,,,,,,,,,,,
Rotable Part,LIFE VEST,AS1512,N/A,,,,,,,,,,,,,,,,,
Rotable Part,LIFE VEST,102MK3,N/A,,,,,,,,,,,,,,,,,
Rotable Part,LIFE VEST,P0723E105P,N/A,,,,,,,,,,,,,,,,,
Rotable Part,LIFE VEST,PO1723E105P,N/A,,,,,,,,,,,,,,,,,
Rotable Part,LIFE VEST,P01074-101,N/A,,,,,,,,,,,,,,,,,
Rotable Part,LIVEFEST,PO723E105P,N/A,,,,,,,,,,,,,,,,,
Rotable Part,MAGNETO,4371,N/A,,,,,,,,,,,,,,,,,
Rotable Part,MAGNETO DUAL,10-682555-13R,N/A,,,,,,,,,,,,,,,,,
Rotable Part,MAGNETO DUAL,10-682555-16R,N/A,,,,,,,,,,,,,,,,,
Rotable Part,OIL COOLER,8406R/20002A,N/A,,,,,,,,,,,,,,,,,
Rotable Part,PROPELLER,1C235/LFA7570,N/A,,,,,,,,,,,,,,,,,
Rotable Part,PROPELLER,1C160/DTM7557MI,N/A,,,,,,,,,,,,,,,,,
Rotable Part,SPACER,B-3898 (D-4521),N/A,,,,,,,,,,,,,,,,,
Tools,AFM8 KIT,AFM8-KIT,N/A,,,,,,,,,,,,,,,,,
Tools,ATS 90 DEGREE ANGEL DRILL,12-01422,N/A,,,,,,,,,,,,,,,,,
Tools,BELT TENSION,OTC6673,N/A,,,,,,,,,,,,,,,,,
Tools,CABLE TENSION METER,ACM.200,N/A,,,,,,,,,,,,,,,,,
Tools,CABLE TESTER,MODEL E5,N/A,,,,,,,,,,,,,,,,,
Tools,CYLINDER PREASSURE TESTER,E2M,N/A,,,,,,,,,,,,,,,,,
Tools,HAND FUEL PUMP,LP-32,N/A,,,,,,,,,,,,,,,,,
Tools,RAPCO BRAKE RIVET,10-02065,N/A,,,,,,,,,,,,,,,,,
Tools,SHATOX PETROLEUM QUALITY ANALYZER,SX-150,N/A,,,,,,,,,,,,,,,,,
Tools,THREADED DRILL BIT,12-04089,N/A,,,,,,,,,,,,,,,,,
Tools,THREADED DRILL BIT,12-04066,N/A,,,,,,,,,,,,,,,,,
Tools,THREADED DRILL BIT,12-04077,N/A,,,,,,,,,,,,,,,,,
Tools,TOOL OIL PRESURE,304-00102,N/A,,,,,,,,,,,,,,,,,
Tools,VOTALITY FUEL,VOTALITY,N/A,,,,,,,,,,,,,,,,,
Tools,WEIGHING SCALE,M2000-3KP,N/A,,,,,,,,,,,,,,,,,
Tools,WIRE TWISTTER,J197,N/A,,,,,,,,,,,,,,,,,
